"DATA_YEAR","VICTIM_ID","INCIDENT_ID","VICTIM_SEQ_NUM","VICTIM_TYPE_ID","ASSIGNMENT_TYPE_ID","ACTIVITY_TYPE_ID","OUTSIDE_AGENCY_ID","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","RESIDENT_STATUS_CODE","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2020,134265896,122315730,1,4,,,,5,44,"M",1,2,"R",44,0
2020,134265917,122319194,1,4,,,,5,51,"F",2,2,"R",51,0
2020,134289818,122337456,2,8,,,,,,"",,,"",,
2020,134289816,122337456,1,4,,,,5,70,"F",1,2,"R",70,0
2020,134289993,122333191,1,4,,,,5,67,"M",1,2,"R",67,0
2020,134281335,122337752,1,4,,,,5,45,"F",2,2,"R",45,0
2020,134281366,122337780,1,4,,,,5,23,"F",1,2,"R",23,0
2020,134290281,122337950,1,8,,,,,,"",,,"",,
2020,134281615,122341908,1,8,,,,,,"",,,"",,
2020,134293159,122338466,1,4,,,,5,71,"F",1,2,"R",71,0
2020,134293178,122338483,1,4,,,,5,38,"F",2,2,"R",38,0
2020,134279356,122326008,1,4,,,,5,17,"M",2,1,"R",17,0
2020,149583166,136048364,1,4,,,,5,53,"M",1,3,"N",53,0
2020,149581932,136052636,1,4,,,,5,23,"F",1,,"",23,0
2020,149583312,136052682,1,4,,,,5,27,"F",2,2,"N",27,0
2020,149582008,136048517,2,4,,,,5,63,"M",1,3,"R",63,0
2020,149583409,136048571,1,8,,,,,,"",,,"",,
2020,149583445,136052740,1,8,,,,,,"",,,"",,
2020,149582090,136048637,1,4,,,,5,19,"F",2,2,"R",19,0
2020,149583593,136048734,1,4,,,,5,65,"M",1,3,"R",65,0
2020,149582168,136052827,1,1,,,,,,"",,,"",,
2020,149583615,136048750,1,8,,,,,,"",,,"",,
2020,149583647,136048778,1,4,,,,5,26,"M",2,2,"R",26,0
2020,149583655,136048784,1,4,,,,5,36,"M",2,2,"R",36,0
2020,134289398,122336958,1,4,,,,5,51,"F",2,2,"R",51,0
2020,134286928,122341303,1,6,,,,,,"",,,"",,
2020,134281085,122337531,1,4,,,,5,68,"M",2,2,"R",68,0
2020,134285763,122330177,1,1,,,,,,"",,,"",,
2020,134286131,122332573,1,1,,,,,,"",,,"",,
2020,134289322,122332612,1,4,,,,5,36,"F",1,2,"R",36,0
2020,134280424,122330667,1,4,,,,5,76,"F",1,2,"R",76,0
2020,134280534,122337062,1,4,,,,5,23,"M",2,2,"R",23,0
2020,134280729,122331053,1,4,,,,5,16,"F",2,2,"R",16,0
2020,134289808,122333041,1,4,,,,5,64,"M",1,3,"R",64,0
2020,134277563,122324377,1,4,,,,5,36,"F",1,3,"R",36,0
2020,134265947,122315776,1,8,,,,,,"",,,"",,
2020,134266151,122324484,1,4,,,,5,50,"F",1,2,"R",50,0
2020,134277719,122324518,1,1,,,,,,"",,,"",,
2020,134277763,122324557,1,1,,,,,,"",,,"",,
2020,134277789,122324580,1,4,,,,5,45,"F",2,2,"R",45,0
2020,134271126,122319599,1,4,,,,5,28,"F",1,2,"R",28,0
2020,134277925,122324701,1,4,,,,5,90,"M",2,2,"R",90,0
2020,134266660,122324724,1,4,,,,5,79,"M",1,2,"R",79,0
2020,134278043,122326600,1,4,,,,5,39,"F",1,2,"R",39,0
2020,134271454,122319909,1,4,,,,5,19,"F",2,2,"R",19,0
2020,134278163,122324931,1,4,,,,5,55,"F",1,2,"R",55,0
2020,134271762,122320194,1,3,,,,,,"",,,"",,
2020,134278430,122325183,1,4,,,,5,53,"M",1,2,"R",53,0
2020,134778701,122794914,1,1,,,,,,"",,,"",,
2020,134778711,122794926,1,1,,,,,,"",,,"",,
2020,134778735,122794947,1,4,,,,5,48,"F",1,2,"R",48,0
2020,134771633,122794970,2,9,,,,,,"",,,"",,
2020,134771632,122794970,1,4,,,,5,30,"M",1,2,"N",30,0
2020,134778779,122794991,1,4,,,,5,53,"M",1,2,"N",53,0
2020,134778790,122795001,1,4,,,,5,46,"M",2,2,"R",46,0
2020,134778795,122795007,1,4,,,,5,14,"M",2,2,"R",14,0
2020,134778800,122795010,1,1,,,,,,"",,,"",,
2020,134778813,122795021,1,1,,,,,,"",,,"",,
2020,134778819,122795028,1,4,,,,5,25,"M",2,2,"R",25,0
2020,134778827,122795036,1,4,,,,5,24,"F",1,2,"N",24,0
2020,134778861,122795069,1,4,,,,5,27,"M",1,2,"R",27,0
2020,134778862,122795069,2,4,,,,5,36,"M",1,2,"R",36,0
2020,134778889,122795093,1,4,,,,5,29,"F",2,2,"R",29,0
2020,134771692,122795094,1,8,,,,,,"",,,"",,
2020,134778902,122795109,1,1,,,,,,"",,,"",,
2020,134778904,122798097,2,8,,,,,,"",,,"",,
2020,134778903,122798097,1,4,,,,5,56,"F",2,2,"R",56,0
2020,134771705,122803350,1,4,,,,5,51,"F",2,2,"R",51,0
2020,134771706,122803350,2,4,,,,5,53,"M",2,2,"R",53,0
2020,134771710,122795121,1,8,,,,,,"",,,"",,
2020,134771715,122795126,2,1,,,,,,"",,,"",,
2020,134771714,122795126,1,1,,,,,,"",,,"",,
2020,134778946,122795154,1,8,,,,,,"",,,"",,
2020,134778961,122795165,1,8,,,,,,"",,,"",,
2020,134779023,122795220,1,9,,,,,,"",,,"",,
2020,134779031,122795227,1,4,,,,5,21,"F",2,2,"R",21,0
2020,134779032,122795227,2,4,,,,5,2,"F",2,2,"R",2,0
2020,134779054,122795243,1,8,,,,,,"",,,"",,
2020,134779071,122795259,1,4,,,,5,31,"F",1,2,"N",31,0
2020,134779094,122795275,1,4,,,,5,48,"M",1,2,"N",48,0
2020,134779119,122795298,1,4,,,,5,27,"F",1,2,"N",27,0
2020,134779124,122795303,1,8,,,,,,"",,,"",,
2020,134771825,122795309,1,4,,,,5,53,"F",2,2,"R",53,0
2020,134771828,122803469,1,4,,,,5,42,"M",1,2,"R",42,0
2020,134779135,122795315,1,4,,,,5,21,"M",1,2,"R",21,0
2020,134779141,122795321,1,4,,,,5,23,"M",2,2,"R",23,0
2020,134771836,122803476,1,4,,,,5,12,"F",1,2,"R",12,0
2020,134779147,122795328,1,4,,,,5,40,"F",2,2,"R",40,0
2020,134779149,122795330,1,8,,,,,,"",,,"",,
2020,134779165,122795345,1,4,,,,5,28,"F",2,2,"R",28,0
2020,134779169,122795349,1,4,,,,5,79,"M",1,2,"R",79,0
2020,134779172,122795353,1,4,,,,5,62,"M",0,2,"R",62,0
2020,134779175,122795356,1,4,,,,5,31,"M",1,2,"N",31,0
2020,134779185,122795362,1,4,,,,5,54,"F",1,1,"R",54,0
2020,134779188,122795366,1,1,,,,,,"",,,"",,
2020,134779192,122795369,1,8,,,,,,"",,,"",,
2020,134779193,122795370,1,1,,,,,,"",,,"",,
2020,134779194,122795371,1,8,,,,,,"",,,"",,
2020,134779200,122795376,1,1,,,,,,"",,,"",,
2020,134779205,122795380,1,1,,,,,,"",,,"",,
2020,134779207,122795382,1,4,,,,5,60,"M",1,2,"N",60,0
2020,134285813,122330223,1,1,,,,,,"",,,"",,
2020,134280110,122336688,1,4,,,,5,19,"F",2,2,"R",19,0
2020,134287177,122341515,1,4,,,,5,54,"M",2,2,"R",54,0
2020,134281376,122337789,1,4,,,,5,36,"M",1,2,"R",36,0
2020,134281377,122337789,2,4,,,,5,53,"F",1,2,"R",53,0
2020,134287835,122342085,1,4,,,,5,34,"M",2,2,"R",34,0
2020,134292953,122333726,1,8,,,,,,"",,,"",,
2020,134293086,122333813,1,4,,,,5,30,"M",2,2,"R",30,0
2020,134293169,122342391,1,4,,,,5,18,"M",2,2,"R",18,0
2020,134290834,122342468,1,4,,,,5,23,"F",1,2,"R",23,0
2020,134293358,122342580,1,4,,,,5,45,"M",2,2,"R",45,0
2020,134291063,122334116,1,4,,,,5,32,"M",2,2,"R",32,0
2020,134293600,122342775,1,4,,,,5,37,"M",1,2,"R",37,0
2020,134282728,122334228,1,4,,,,5,39,"M",1,2,"R",39,0
2020,134291255,122334302,1,4,,,,5,49,"F",1,2,"R",49,0
2020,134779216,122795391,1,4,,,,5,41,"M",2,2,"N",41,0
2020,134779217,122795392,1,4,,,,5,24,"M",2,2,"N",24,0
2020,134779224,122795398,1,4,,,,5,43,"F",2,2,"N",43,0
2020,134779230,122795404,1,4,,,,5,3,"M",1,2,"N",3,0
2020,134779233,122795406,1,1,,,,,,"",,,"",,
2020,134779235,122795409,1,4,,,,5,29,"F",2,2,"R",29,0
2020,134779239,122795412,2,4,,,,5,38,"F",2,2,"N",38,0
2020,134779238,122795412,1,4,,,,5,55,"F",2,2,"R",55,0
2020,134779240,122795413,1,1,,,,,,"",,,"",,
2020,134779242,122795415,1,9,,,,,,"",,,"",,
2020,134779245,122795418,1,9,,,,,,"",,,"",,
2020,134771890,122803523,1,8,,,,,,"",,,"",,
2020,134779248,122795421,1,1,,,,,,"",,,"",,
2020,134779250,122795423,1,8,,,,,,"",,,"",,
2020,134779263,122795434,1,4,,,,5,58,"F",2,2,"R",58,0
2020,134774340,122798186,1,8,,,,,,"",,,"",,
2020,134771907,122803539,1,4,,,,5,61,"M",1,2,"R",61,0
2020,134779272,122795444,1,4,,,,5,72,"M",1,2,"R",72,0
2020,134779278,122795448,1,4,,,,5,45,"M",2,2,"R",45,0
2020,134779279,122795448,2,4,,,,5,40,"F",2,2,"R",40,0
2020,134779280,122795448,3,4,,,,5,6,"F",2,2,"R",6,0
2020,134779283,122795452,1,4,,,,5,28,"M",1,2,"R",28,0
2020,134779285,122795455,1,4,,,,5,21,"F",2,2,"R",21,0
2020,134779290,122795459,1,4,,,,5,26,"M",2,2,"R",26,0
2020,134779291,122795460,1,4,,,,5,36,"M",1,2,"N",36,0
2020,134779292,122795461,3,1,,,,,,"",,,"",,
2020,134771929,122803559,1,4,,,,5,74,"F",1,2,"R",74,0
2020,134779299,122795467,1,8,,,,,,"",,,"",,
2020,134779303,122795471,1,9,,,,,,"",,,"",,
2020,134779309,122795476,1,8,,,,,,"",,,"",,
2020,134779312,122795479,1,4,,,,5,56,"F",1,,"N",56,0
2020,134779316,122795482,1,8,,,,,,"",,,"",,
2020,134779317,122795483,1,1,,,,,,"",,,"",,
2020,134779326,122795491,1,4,,,,5,60,"M",1,2,"N",60,0
2020,134779339,122795503,1,4,,,,5,54,"F",2,2,"R",54,0
2020,134779347,122795511,1,4,,,,5,22,"F",2,2,"N",22,0
2020,134779349,122795514,1,8,,,,,,"",,,"",,
2020,134779352,122795517,1,4,,,,5,25,"F",2,2,"R",25,0
2020,134779354,122795519,1,4,,,,5,41,"F",2,2,"R",41,0
2020,134779358,122795524,1,1,,,,,,"",,,"",,
2020,134779367,122795532,1,9,,,,,,"",,,"",,
2020,134779371,122795536,1,4,,,,5,21,"F",1,2,"N",21,0
2020,134779372,122795536,2,8,,,,,,"",,,"",,
2020,134280078,122336657,2,4,,,,5,39,"M",2,2,"R",39,0
2020,134280077,122336657,1,4,,,,5,64,"F",2,2,"R",64,0
2020,134289223,122330438,1,4,,,,5,75,"F",2,2,"R",75,0
2020,134289264,122332557,1,8,,,,,,"",,,"",,
2020,134289343,122332629,1,4,,,,5,22,"F",2,2,"R",22,0
2020,134280434,122336972,1,4,,,,5,26,"M",1,2,"R",26,0
2020,134289647,122341113,1,4,,,,5,55,"F",1,2,"R",55,0
2020,134286889,122341266,1,4,,,,5,62,"M",2,2,"N",62,0
2020,134286904,122337383,1,8,,,,,,"",,,"",,
2020,134280982,122337432,1,4,,,,5,33,"F",2,2,"R",33,0
2020,134289977,122333178,1,1,,,,,,"",,,"",,
2020,134290295,122337963,1,4,,,,5,56,"M",1,2,"R",56,0
2020,134298042,122334494,3,4,,,,4,,"M",2,2,"U",,
2020,134291466,122334494,2,4,,,,5,15,"M",2,3,"U",15,0
2020,134293963,122334494,1,4,,,,5,15,"M",2,2,"R",15,0
2020,134291537,122343175,1,4,,,,5,20,"F",1,2,"R",20,0
2020,134298156,122339399,1,9,,,,,,"",,,"",,
2020,134291567,122334586,1,9,,,,,,"",,,"",,
2020,134291637,122334643,1,8,,,,,,"",,,"",,
2020,134298280,122343310,1,1,,,,,,"",,,"",,
2020,134294182,122343311,1,1,,,,,,"",,,"",,
2020,134294278,122343401,1,4,,,,5,52,"M",2,2,"R",52,0
2020,134285022,122329469,1,8,,,,,,"",,,"",,
2020,134279360,122326011,1,4,,,,5,55,"M",2,2,"U",55,0
2020,134285124,122336113,1,4,,,,5,65,"M",2,2,"R",65,0
2020,134279553,122336183,1,4,,,,5,28,"M",2,2,"R",28,0
2020,134279927,122336516,3,4,,,,5,16,"M",1,2,"R",16,0
2020,134279926,122336516,2,4,,,,5,11,"M",1,2,"R",11,0
2020,134279925,122336516,1,4,,,,5,14,"M",1,2,"R",14,0
2020,134280032,122336611,1,1,,,,,,"",,,"",,
2020,134286009,122330409,1,4,,,,5,33,"M",1,2,"N",33,0
2020,134280444,122336982,1,4,,,,5,71,"M",1,2,"R",71,0
2020,134287201,122333225,1,4,,,,5,58,"M",1,2,"R",58,0
2020,134281268,122337693,1,4,,,,5,18,"M",1,1,"R",18,0
2020,134281290,122337711,1,1,,,,,,"",,,"",,
2020,134285356,122336265,1,1,,,,,,"",,,"",,
2020,134289281,122336824,1,4,,,,5,45,"M",1,,"R",45,0
2020,134286494,122330856,1,1,,,,,,"",,,"",,
2020,134280622,122337125,2,4,,,,5,38,"F",2,3,"R",38,0
2020,134280621,122337125,1,4,,,,5,18,"F",2,2,"R",18,0
2020,134280669,122332850,1,4,,,,5,62,"M",2,2,"R",62,0
2020,134280768,122337240,1,4,,,,5,37,"F",1,2,"R",37,0
2020,134281113,122337560,1,4,,,,5,40,"U",0,3,"U",40,0
2020,134281115,122337560,2,8,,,,,,"",,,"",,
2020,134287345,122341661,1,1,,,,,,"",,,"",,
2020,134290181,122333378,2,4,,,,5,11,"M",1,2,"R",11,0
2020,134281432,122333378,1,4,,,,5,10,"M",2,2,"R",10,0
2020,134281461,122337868,1,4,,,,5,74,"F",1,2,"R",74,0
2020,134281498,122337902,1,8,,,,,,"",,,"",,
2020,134281611,122333505,1,1,,,,,,"",,,"",,
2020,134287804,122333645,2,4,,,,5,22,"M",2,2,"R",22,0
2020,134281766,122333645,1,4,,,,5,28,"M",2,2,"R",28,0
2020,134287816,122338148,1,4,,,,5,52,"F",1,2,"R",52,0
2020,134281906,122338265,1,4,,,,5,51,"F",1,2,"R",51,0
2020,134292977,122342215,1,4,,,,5,37,"F",2,2,"R",37,0
2020,134282401,122338723,1,1,,,,,,"",,,"",,
2020,134293420,122342627,1,4,,,,5,48,"M",1,2,"N",48,0
2020,134290963,122338748,1,4,,,,5,58,"F",2,2,"R",58,0
2020,134293487,122338835,1,9,,,,,,"",,,"",,
2020,134282618,122338920,1,4,,,,5,49,"M",1,2,"U",49,0
2020,134293573,122334172,1,4,,,,5,15,"F",2,2,"R",15,0
2020,134282641,122338948,1,1,,,,,,"",,,"",,
2020,134282698,122338995,1,4,,,,5,74,"F",1,2,"R",74,0
2020,134293716,122339077,1,4,,,,5,26,"F",1,2,"R",26,0
2020,134291366,122334410,1,4,,,,5,64,"M",2,2,"R",64,0
2020,134291396,122334437,1,4,,,,5,57,"F",1,2,"R",57,0
2020,134297992,122339262,1,1,,,,,,"",,,"",,
2020,134298010,122339277,1,4,,,,5,52,"F",1,2,"R",52,0
2020,134294048,122343184,1,4,,,,5,50,"U",0,3,"R",50,0
2020,134291697,122339521,1,4,,,,5,30,"M",1,2,"N",30,0
2020,134298359,122339583,1,4,,,,5,41,"F",2,2,"R",41,0
2020,134291994,122339724,1,4,,,,5,59,"M",1,2,"R",59,0
2020,134298624,122339801,1,4,,,,5,39,"M",2,2,"R",39,0
2020,134298700,122339866,1,4,,,,5,50,"M",2,2,"R",50,0
2020,134266659,122326420,1,4,,,,5,30,"F",1,2,"R",30,0
2020,134271447,122319905,1,4,,,,5,29,"M",2,2,"R",29,0
2020,134271526,122326892,1,4,,,,5,78,"M",1,2,"R",78,0
2020,134267216,122326913,1,4,,,,5,31,"F",1,2,"R",31,0
2020,134267274,122320041,1,4,,,,5,15,"M",1,2,"R",15,0
2020,134267275,122320041,2,4,,,,5,42,"F",1,2,"R",42,0
2020,134267339,122327035,1,4,,,,5,44,"M",1,2,"R",44,0
2020,134267410,122327111,1,8,,,,,,"",,,"",,
2020,134271838,122325115,1,4,,,,5,55,"M",1,2,"R",55,0
2020,134271945,122327575,1,4,,,,5,71,"M",1,2,"R",71,0
2020,134270653,122319142,2,4,,,,5,36,"F",2,2,"R",36,0
2020,134277502,122324317,1,4,,,,5,57,"M",2,2,"R",57,0
2020,134277508,122324322,1,4,,,,5,24,"F",1,,"",24,0
2020,134277514,122324328,1,4,,,,5,76,"F",2,2,"",76,0
2020,134277566,122315778,1,4,,,,5,55,"M",2,2,"R",55,0
2020,134277568,122324380,1,4,,,,5,21,"M",2,,"R",21,0
2020,134277574,122324390,1,4,,,,5,52,"F",1,2,"R",52,0
2020,134469368,122508496,1,8,,,,,,"",,,"",,
2020,134459658,122508846,1,4,,,,5,44,"F",1,2,"R",44,0
2020,134469778,122508878,1,4,,,,5,34,"F",1,2,"R",34,0
2020,134469838,122508932,1,4,,,,5,36,"F",2,2,"R",36,0
2020,134469871,122508963,1,4,,,,5,61,"M",1,2,"R",61,0
2020,134774177,122798021,1,1,,,,,,"",,,"",,
2020,134778786,122794997,1,4,,,,5,71,"M",2,2,"R",71,0
2020,134774197,122798044,2,4,,,,5,35,"M",1,2,"R",35,0
2020,134774216,122798064,1,8,,,,,,"",,,"",,
2020,134469983,122509069,1,4,,,,5,71,"F",1,2,"R",71,0
2020,134464676,122517644,1,4,,,,5,20,"F",1,2,"R",20,0
2020,134464816,122517768,1,4,,,,5,32,"F",1,2,"R",32,0
2020,134464848,122517798,1,4,,,,5,36,"M",2,2,"R",36,0
2020,134774121,122797970,2,8,,,,,,"",,,"",,
2020,134774120,122797970,1,4,,,,5,37,"F",2,2,"R",37,0
2020,134778716,122794929,3,4,,,,4,,"M",1,2,"R",,
2020,134778715,122794929,2,4,,,,4,,"M",0,2,"N",,
2020,134778714,122794929,1,8,,,,,,"",,,"",,
2020,134774175,122798018,2,8,,,,,,"",,,"",,
2020,134774174,122798018,1,1,,,,,,"",,,"",,
2020,134774188,122798035,1,1,,,,,,"",,,"",,
2020,134771646,122798046,1,4,,,,5,13,"M",2,2,"R",13,0
2020,134778799,122798046,2,4,,,,5,12,"F",2,2,"R",12,0
2020,134778816,122798052,1,1,,,,,,"",,,"",,
2020,134778870,122795076,1,4,,,,5,63,"M",1,2,"R",63,0
2020,134774232,122798082,1,4,,,,5,57,"F",1,2,"R",57,0
2020,134778887,122795091,1,8,,,,,,"",,,"",,
2020,134774247,122798096,1,4,,,,5,47,"F",2,2,"R",47,0
2020,134774248,122798096,2,4,,,,5,11,"M",2,2,"R",11,0
2020,134774251,122798100,1,4,,,,5,35,"M",1,2,"R",35,0
2020,134774257,122798106,1,4,,,,5,39,"M",2,2,"R",39,0
2020,134969730,122961078,1,4,,,,5,57,"M",1,2,"R",57,0
2020,134960344,122971163,1,4,,,,5,59,"M",2,2,"R",59,0
2020,134969826,122965278,1,4,,,,5,47,"F",2,2,"R",47,0
2020,134969827,122971167,1,4,,,,5,79,"M",1,2,"R",79,0
2020,134960357,122968636,1,4,,,,5,26,"F",2,2,"R",26,0
2020,134966273,122968639,1,4,,,,5,41,"M",1,2,"R",41,0
2020,134969864,122968638,1,4,,,,5,34,"M",1,2,"R",34,0
2020,134969893,122971219,1,4,,,,5,38,"M",2,2,"R",38,0
2020,134969894,122971220,1,4,,,,5,65,"M",1,2,"R",65,0
2020,134960374,122968654,1,1,,,,,,"",,,"",,
2020,134969909,122971236,1,4,,,,5,19,"F",1,2,"R",19,0
2020,134969926,122971250,1,4,,,,5,55,"M",1,2,"R",55,0
2020,134969924,122971248,1,1,,,,,,"",,,"",,
2020,134966311,122965326,1,4,,,,5,63,"M",1,2,"R",63,0
2020,148398886,134962204,1,8,,,,,,"",,,"",,
2020,148395778,134962291,1,4,,,,5,56,"F",1,2,"R",56,0
2020,148398962,134966927,1,8,,,,,,"",,,"",,
2020,148398969,134966930,1,4,,,,5,42,"F",1,2,"R",42,0
2020,148398982,134966942,1,8,,,,,,"",,,"",,
2020,148398999,134966957,1,4,,,,5,50,"M",1,2,"R",50,0
2020,148395850,134962351,1,4,,,,5,53,"M",1,3,"U",53,0
2020,148395869,134962369,1,4,,,,5,29,"F",2,2,"R",29,0
2020,148395918,134967014,1,4,,,,5,31,"M",2,3,"U",31,0
2020,148395920,134967014,2,4,,,,5,42,"F",2,2,"U",42,0
2020,148399079,134967027,1,4,,,,5,21,"M",2,2,"R",21,0
2020,148395912,134967024,1,1,,,,,,"",,,"",,
2020,148395913,134967024,2,8,,,,,,"",,,"",,
2020,148395958,134962432,1,4,,,,5,73,"M",1,2,"R",73,0
2020,148399096,134967049,1,4,,,,5,33,"F",2,2,"R",33,0
2020,148399107,134967054,1,4,,,,5,47,"F",2,3,"R",47,0
2020,148399104,134962483,1,8,,,,,,"",,,"",,
2020,148399160,134967087,1,4,,,,5,51,"F",0,3,"R",51,0
2020,148396003,134962514,1,4,,,,5,44,"F",4,2,"R",44,0
2020,148396031,134962510,1,4,,,,5,32,"M",1,2,"R",32,0
2020,148396040,134962523,1,4,,,,5,26,"F",1,3,"U",26,0
2020,148396048,134967115,1,4,,,,5,70,"F",1,2,"R",70,0
2020,148399191,134967123,1,4,,,,5,30,"F",1,2,"N",30,0
2020,148399208,134967136,1,8,,,,,,"",,,"",,
2020,148396065,134962548,1,4,,,,5,35,"M",1,2,"R",35,0
2020,148396076,134967141,1,8,,,,,,"",,,"",,
2020,148399179,134962526,1,1,,,,,,"",,,"",,
2020,148396043,134962526,2,8,,,,,,"",,,"",,
2020,148399213,134967152,1,4,,,,5,63,"F",1,2,"R",63,0
2020,148396131,134962609,1,4,,,,5,42,"M",1,2,"R",42,0
2020,148396178,134962650,1,4,,,,5,30,"F",1,2,"R",30,0
2020,148396182,134962655,2,1,,,,,,"",,,"",,
2020,148396195,134962660,1,4,,,,5,62,"M",1,2,"N",62,0
2020,148396233,134962696,1,4,,,,5,31,"F",2,2,"N",31,0
2020,148399295,134967226,1,1,,,,,,"",,,"",,
2020,148396239,134967228,1,4,,,,5,35,"F",2,2,"U",35,0
2020,148396243,134962704,1,4,,,,5,18,"F",2,2,"R",18,0
2020,134464674,122517642,1,4,,,,5,47,"M",1,2,"R",47,0
2020,134278754,122327998,1,8,,,,,,"",,,"",,
2020,134283496,122328089,1,4,,,,5,50,"F",1,2,"R",50,0
2020,134283517,122328102,1,4,,,,5,62,"M",1,2,"R",62,0
2020,134283564,122328142,1,4,,,,5,26,"M",1,3,"R",26,0
2020,134279416,122329509,1,4,,,,5,29,"F",2,3,"R",29,0
2020,134279523,122329652,1,4,,,,5,37,"M",1,2,"R",37,0
2020,134285376,122329804,1,4,,,,5,55,"M",2,2,"R",55,0
2020,134285455,122329882,1,4,,,,5,19,"F",1,2,"R",19,0
2020,134285520,122329948,1,4,,,,5,23,"M",1,3,"N",23,0
2020,134280370,122330611,1,4,,,,5,52,"F",1,2,"N",52,0
2020,134289355,122330611,2,4,,,,5,37,"M",1,2,"R",37,0
2020,134280588,122337104,1,4,,,,5,58,"M",2,2,"R",58,0
2020,134286637,122337176,1,4,,,,5,57,"M",2,3,"R",57,0
2020,134286764,122341130,1,4,,,,5,60,"F",1,2,"R",60,0
2020,134280908,122341248,1,4,,,,5,26,"F",2,2,"R",26,0
2020,134280967,122333023,1,4,,,,5,28,"F",1,3,"R",28,0
2020,134289960,122341476,1,4,,,,5,63,"F",2,2,"R",63,0
2020,134281283,122341591,1,9,,,,,,"",,,"",,
2020,134287334,122337767,1,4,,,,5,44,"M",2,2,"R",44,0
2020,134287477,122333408,1,4,,,,5,65,"M",1,2,"R",65,0
2020,134265915,122315748,1,4,,,,5,18,"F",1,2,"R",18,0
2020,134270705,122324351,1,4,,,,5,25,"M",2,,"",25,0
2020,134277537,122324351,3,8,,,,,,"",,,"",,
2020,134277550,122315763,1,4,,,,5,26,"M",1,,"",26,0
2020,134270932,122319414,1,1,,,,,,"",,,"",,
2020,134270933,122319414,2,8,,,,,,"",,,"",,
2020,134266355,122326158,1,8,,,,,,"",,,"",,
2020,134266705,122326458,1,4,,,,5,20,"M",1,2,"R",20,0
2020,134266742,122326494,1,4,,,,5,33,"F",2,2,"R",33,0
2020,134266820,122326560,1,1,,,,,,"",,,"",,
2020,134266867,122326609,1,8,,,,,,"",,,"",,
2020,134266991,122326718,1,1,,,,,,"",,,"",,
2020,134290414,122333584,1,4,,,,5,41,"M",1,2,"R",41,0
2020,134287795,122342053,1,1,,,,,,"",,,"",,
2020,134292943,122342182,1,1,,,,,,"",,,"",,
2020,134290574,122338256,1,1,,,,,,"",,,"",,
2020,134281998,122338344,1,1,,,,,,"",,,"",,
2020,134293189,122342413,1,9,,,,,,"",,,"",,
2020,134293281,122342492,1,9,,,,,,"",,,"",,
2020,134290890,122342538,1,4,,,,5,33,"F",1,2,"R",33,0
2020,134293377,122342595,1,8,,,,,,"",,,"",,
2020,134290975,122338771,1,4,,,,5,31,"F",2,2,"R",31,0
2020,134282539,122342687,1,4,,,,5,28,"F",1,2,"R",28,0
2020,134291049,122342687,2,4,,,,5,33,"M",1,2,"R",33,0
2020,134282646,122342781,1,1,,,,,,"",,,"",,
2020,134282657,122338956,2,4,,,,5,28,"F",1,2,"R",28,0
2020,134282656,122338956,1,4,,,,5,29,"M",1,2,"R",29,0
2020,134293629,122342809,1,4,,,,5,36,"F",1,2,"R",36,0
2020,134291407,122343064,1,1,,,,,,"",,,"",,
2020,134294117,122339458,1,4,,,,5,50,"F",2,2,"R",50,0
2020,134271654,122320099,1,4,,,,5,53,"M",1,2,"N",53,0
2020,134285244,122329681,1,4,,,,5,43,"M",1,2,"R",43,0
2020,134285343,122329774,1,1,,,,,,"",,,"",,
2020,134285374,122329803,1,4,,,,5,50,"F",1,2,"R",50,0
2020,134288806,122332118,1,4,,,,5,25,"M",2,2,"R",25,0
2020,134285567,122329996,1,4,,,,5,32,"F",2,3,"R",32,0
2020,134285612,122330040,1,4,,,,5,42,"M",2,2,"R",42,0
2020,134285634,122330059,1,4,,,,5,63,"M",1,2,"N",63,0
2020,134285754,122330168,1,4,,,,5,72,"F",1,2,"R",72,0
2020,134286145,122330532,1,4,,,,5,22,"M",2,2,"R",22,0
2020,134289358,122330615,1,4,,,,5,73,"F",2,3,"N",73,0
2020,134289383,122330648,1,4,,,,5,31,"F",2,2,"R",31,0
2020,134291805,122334792,1,4,,,,5,30,"M",2,2,"U",30,0
2020,134294332,122343451,1,8,,,,,,"",,,"",,
2020,134292051,122339782,1,4,,,,5,65,"M",2,2,"R",65,0
2020,134294382,122343504,1,4,,,,5,60,"M",1,2,"R",60,0
2020,134292225,122335164,1,4,,,,5,20,"M",2,2,"R",20,0
2020,134292375,122340044,1,4,,,,5,61,"F",2,2,"R",61,0
2020,134292465,122343586,1,4,,,,5,22,"F",2,2,"R",22,0
2020,134284967,122329418,1,8,,,,,,"",,,"",,
2020,134280772,122341110,1,4,,,,5,41,"F",1,1,"R",41,0
2020,134280779,122341122,1,4,,,,5,49,"F",2,2,"R",49,0
2020,134280958,122341301,1,4,,,,5,25,"M",2,2,"R",25,0
2020,134289956,122337561,1,1,,,,,,"",,,"",,
2020,134289991,122337611,1,4,,,,5,60,"F",2,2,"R",60,0
2020,134288966,122336481,1,4,,,,5,37,"F",1,2,"R",37,0
2020,134286016,122330413,1,4,,,,5,48,"M",2,2,"R",48,0
2020,134289510,122332774,1,4,,,,5,37,"F",1,2,"R",37,0
